video,duration_s,pitch_mean_hz,pitch_var_hz,energy_mean_rms,energy_var_rms,speech_ratio,n_pauses,mean_pause_duration_s,speaking_rate_proxy_hz
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_23\Actor_23\01-01-01-01-01-02-23.mp4,3.7370625,150.00110117570824,380.39192657367573,0.00562973041087389,5.374044121708721e-05,0.5982905982905983,0,0.0,3.571428571428571
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_23\Actor_23\01-01-01-01-02-01-23.mp4,3.6703125,136.70029996326565,1271.9808901964138,0.0060414536856114864,6.309490709099919e-05,0.5869565217391305,1,0.672,2.7777777777777777
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_23\Actor_23\01-01-01-01-02-02-23.mp4,3.8371875,149.00212910486317,839.5086836955992,0.00603490648791194,6.198179471539333e-05,0.5625,1,0.672,4.166666666666666
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_23\Actor_23\01-01-02-01-01-01-23.mp4,3.970625,130.80771330635096,443.6419023135047,0.0026958617381751537,1.4778772310819477e-05,0.5903614457831325,0,0.0,3.4013605442176873
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_23\Actor_23\01-01-02-01-01-02-23.mp4,4.07075,126.12526618707558,948.1032480683783,0.002525585237890482,1.2443631021596957e-05,0.5764705882352941,0,0.0,2.9761904761904763
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_23\Actor_23\01-01-02-01-02-01-23.mp4,4.1708125,141.0524911587714,1133.9834953902805,0.003741284366697073,3.211512012057938e-05,0.578544061302682,1,0.128,2.06953642384106
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_23\Actor_23\01-01-02-01-02-02-23.mp4,4.004,133.12692076956972,809.5398213030353,0.0035248063504695892,2.1613548597088084e-05,0.6095617529880478,1,0.176,3.2679738562091503
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_23\Actor_23\01-01-02-02-01-01-23.mp4,4.604625,142.9818744766441,804.1909493220138,0.0032397566828876734,1.6975394828477874e-05,0.5868055555555556,1,0.336,2.588757396449704
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_23\Actor_23\01-01-02-02-01-02-23.mp4,4.604625,136.48046178589777,522.1496870303425,0.002792700659483671,1.4299821486929432e-05,0.6006944444444444,3,0.18133333333333335,3.9739884393063587
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_24\Actor_24\01-01-01-01-01-01-24.mp4,3.7036875,221.19997620565965,539.9866018512664,0.0026251357048749924,1.1186099982296582e-05,0.5732758620689655,1,0.176,3.289473684210526
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_24\Actor_24\01-01-01-01-01-02-24.mp4,3.6369375,228.0106190344762,499.09635583446556,0.00241596600972116,9.770689757715445e-06,0.618421052631579,1,0.048,3.1028368794326244
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_24\Actor_24\01-01-01-01-02-01-24.mp4,3.6369375,233.67401034834782,777.4497891360165,0.0029572416096925735,1.4450232811213937e-05,0.5482456140350878,0,0.0,4.0
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_24\Actor_24\01-01-01-01-02-02-24.mp4,3.603625,219.91317152378738,2152.2592894531685,0.0035533406771719456,2.3371498173219152e-05,0.588495575221239,1,0.272,4.2293233082706765
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_24\Actor_24\01-01-02-01-01-01-24.mp4,3.57025,234.58071138663468,2155.817749469381,0.001380961388349533,3.092238330282271e-06,0.5982142857142857,1,0.224,2.798507462686567
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_24\Actor_24\01-01-02-01-01-02-24.mp4,3.5035,232.4627281566395,1103.1590867853247,0.0014914755010977387,3.3269025152549148e-06,0.5981735159817352,0,0.0,4.770992366412213
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_24\Actor_24\01-01-02-01-02-01-24.mp4,3.8705625,215.62235548948607,77.93213091988498,0.001635827822610736,3.1911442874843488e-06,0.5826446280991735,1,0.64,3.98936170212766
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_24\Actor_24\01-01-02-01-02-02-24.mp4,3.7036875,216.2453552793811,172.42570924411413,0.0024079123977571726,9.015970135806128e-06,0.5775862068965517,1,0.16,3.731343283582089
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_24\Actor_24\01-01-02-02-01-01-24.mp4,4.104125,226.66039384425173,1092.4055182003533,0.002701492514461279,1.2582397175719962e-05,0.5836575875486382,0,0.0,4.166666666666667
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_24\Actor_24\01-01-02-02-01-02-24.mp4,4.07075,233.37769370053638,941.446998924569,0.0018785768188536167,4.786260433320422e-06,0.5882352941176471,0,0.0,2.916666666666667
